ikey,dg_hyd,unit,process,note
AGPKZVBTJJNPAG-UHFFFAOYSA-N,2.155510000047713,log(M/M),KWG,ratio
YKHFZRXJMPLNTJ-UHFFFAOYSA-N,2.0654621036000798,atm m3/mol,KWG,henry_pv
HJOVHMDZYOCNQW-UHFFFAOYSA-N,-4.870361202639453,log(M/M),KWG,ratio
QBSJMKIUCUGGNG-UHFFFAOYSA-N,-8.38905505156194,atm m3/mol,KWG,henry_pv
NEKOXWSIMFDGMA-UHFFFAOYSA-N,-3.190362648591641,log((atm m3)/mol),KWG,henry_pv
NEKOXWSIMFDGMA-UHFFFAOYSA-N,-3.1967432599813845,atm m3/mol,KWG,henry_pv
FKLQIONHGSFYJY-UHFFFAOYSA-N,-6.0223010079342805,atm m3/mol,KWG,henry_pv
UFHLMYOGRXOCSL-UHFFFAOYSA-N,-3.2526795698574356,atm m3/mol,KWG,henry_pv
PUIYMUZLKQOUOZ-UHFFFAOYSA-N,-10.885728796824855,(Pa m3)/mol,KWG,henry_pv
PUIYMUZLKQOUOZ-UHFFFAOYSA-N,-11.376910471528674,atm m3/mol,KWG,henry_pv
JLLJHQLUZAKJFH-UHFFFAOYSA-N,-10.695080040321555,atm m3/mol,KWG,henry_pv
PMHURSZHKKJGBM-UHFFFAOYSA-N,-9.938195269906974,atm m3/mol,KWG,henry_pv
OYIKARCXOQLFHF-UHFFFAOYSA-N,-10.883910319053944,atm m3/mol,KWG,henry_pv
CTAPFRYPJLPFDF-UHFFFAOYSA-N,-4.084692368524275,atm m3/mol,KWG,henry_pv
LHHGDZSESBACKH-UHFFFAOYSA-N,-7.7185949252604455,atm m3/mol,KWG,henry_pv
DNNSSWSSYDEUBZ-UHFFFAOYSA-N,1.6548314114290357,log(M/M),KGW,ratio
DNNSSWSSYDEUBZ-UHFFFAOYSA-N,1.6507386709226157,log(M/M),KGW,ratio
DNNSSWSSYDEUBZ-UHFFFAOYSA-N,1.6818545646998257,BUNSEN,KGW,bunsen
DNNSSWSSYDEUBZ-UHFFFAOYSA-N,1.6584712928966978,M/M,KGW,ratio
RXDMAYSSBPYBFW-UHFFFAOYSA-N,-9.011915354700372,atm m3/mol,KWG,henry_pv
PUYXTUJWRLOUCW-UHFFFAOYSA-N,-7.311228771063715,atm m3/mol,KWG,henry_pv
JVTAAEKCZFNVCJ-UHFFFAOYSA-N,-7.278903398230911,(atm m3)/mol,KWG,henry_pv
ZTMKADLOSYKWCA-UHFFFAOYSA-N,-11.598141710529259,atm m3/mol,KWG,henry_pv
CVRALZAYCYJELZ-UHFFFAOYSA-N,-5.414084990413016,log((atm m3)/mol),KWG,henry_pv
CVRALZAYCYJELZ-UHFFFAOYSA-N,-5.305863193479392,kPa m3/mol,KWG,henry_pv
CVRALZAYCYJELZ-UHFFFAOYSA-N,-5.309084191420594,atm m3/mol,KWG,henry_pv
CVRALZAYCYJELZ-UHFFFAOYSA-N,-5.451979134167815,Pa m3/mol,KWG,henry_pv
XMGQYMWWDOXHJM-UHFFFAOYSA-N,-2.821516017057689,M/M,KGW,ratio
XMGQYMWWDOXHJM-UHFFFAOYSA-N,-2.821516017057689,M/M,KGW,ratio
XMGQYMWWDOXHJM-UHFFFAOYSA-N,-2.7460068141267624,M/M,KGW,ratio
XMGQYMWWDOXHJM-UHFFFAOYSA-N,-2.751731350182375,M/M,KGW,ratio
CDOSHBSSFJOMGT-UHFFFAOYSA-N,-4.780035351521368,M/M,KGW,ratio
CDOSHBSSFJOMGT-UHFFFAOYSA-N,-4.7336937049535734,M/M,KGW,ratio
CDOSHBSSFJOMGT-UHFFFAOYSA-N,-4.7336937049535734,M/M,KGW,ratio
CDOSHBSSFJOMGT-UHFFFAOYSA-N,-4.780035351521368,M/M,KGW,ratio
CDOSHBSSFJOMGT-UHFFFAOYSA-N,-4.196703798030587,Pa m3/mol,KWG,henry_pv
CDOSHBSSFJOMGT-UHFFFAOYSA-N,-4.13805912565612,Pa m3/mol,KWG,henry_pv
CDOSHBSSFJOMGT-UHFFFAOYSA-N,-4.1972737690919555,(Pa m3)/mol,KWG,henry_pv
CDOSHBSSFJOMGT-UHFFFAOYSA-N,-4.169293708909078,atm m3/mol,KWG,henry_pv
JLYXXMFPNIAWKQ-UHFFFAOYSA-N,-5.5770410634145895,[log(molar/molar)],KGW,ratio
JLYXXMFPNIAWKQ-UHFFFAOYSA-N,-5.406380859571228,Pa m3/mol,KWG,henry_pv
JLYXXMFPNIAWKQ-UHFFFAOYSA-N,-5.5371721455845115,M/M,KWG,ratio
JLYXXMFPNIAWKQ-UHFFFAOYSA-N,-5.5160257821408685,M/M,KWG,ratio
JLYXXMFPNIAWKQ-UHFFFAOYSA-N,-5.544393223476405,M/M,KWG,ratio
JLYXXMFPNIAWKQ-UHFFFAOYSA-N,-5.5371721455845115,M/M,KWG,ratio
JLYXXMFPNIAWKQ-UHFFFAOYSA-N,-5.018453408125778,log((atm m3)/mol),KWG,henry_pv
JLYXXMFPNIAWKQ-UHFFFAOYSA-N,-5.232221531157147,Pa m3/mol,KWG,henry_pv
JLYXXMFPNIAWKQ-UHFFFAOYSA-N,-6.40610127969367,(atm m3)/mol,KWG,henry_pv
JLYXXMFPNIAWKQ-UHFFFAOYSA-N,-5.305718272344529,kPa m3/mol,KWG,henry_pv
JLYXXMFPNIAWKQ-UHFFFAOYSA-N,-5.017139476084288,atm m3/mol,KWG,henry_pv
YPPCTMGCORMZAD-UHFFFAOYSA-N,-10.259876231813777,atm m3/mol,KWG,henry_pv
JXSJBGJIGXNWCI-UHFFFAOYSA-N,-9.139089550835209,[log(molar/molar)],KGW,ratio
JXSJBGJIGXNWCI-UHFFFAOYSA-N,-9.139048629345545,M/M,KWG,ratio
JXSJBGJIGXNWCI-UHFFFAOYSA-N,-9.138478851254952,log((atm m3)/mol),KWG,henry_pv
JXSJBGJIGXNWCI-UHFFFAOYSA-N,-9.139421738008418,atm m3/mol,KWG,henry_pv
VZCYOOQTPOCHFL-UHFFFAOYSA-N,-13.994742242926579,(atm m3)/mol,KWG,henry_pv
BJEPYKJPYRNKOW-UHFFFAOYSA-N,-20.040216235011243,M/atm,KGW,henry_cp
OFOBLEOULBTSOW-UHFFFAOYSA-N,-10.8571816486565,Pa/mf,KWG,henry_px
OFOBLEOULBTSOW-UHFFFAOYSA-N,-10.857767815174025,atm m3/mol,KWG,henry_pv
XIGAUIHYSDTJHW-UHFFFAOYSA-N,-10.339517094531962,atm m3/mol,KWG,henry_pv
KIQQIBFKHMWKDE-UHFFFAOYSA-N,-9.814455799619875,atm m3/mol,KWG,henry_pv
JDSHMPZPIAZGSV-UHFFFAOYSA-N,-16.252540988889404,atm m3/mol,KWG,henry_pv
SUYHYHLFUHHVJQ-UHFFFAOYSA-N,-9.805053778203897,atm m3/mol,KWG,henry_pv
CIFWZNRJIBNXRE-UHFFFAOYSA-N,-8.26782332998301,atm m3/mol,KWG,henry_pv
BCTQJXQXJVLSIG-UHFFFAOYSA-N,-8.468087045643896,atm m3/mol,KWG,henry_pv
QSHDDOUJBYECFT-UHFFFAOYSA-N,-18.749669752342367,Pa/mf,KWG,henry_px
QSHDDOUJBYECFT-UHFFFAOYSA-N,-19.2694240047738,Pa/mf,KWG,henry_px
QSHDDOUJBYECFT-UHFFFAOYSA-N,-19.498644738993903,Pa/mf,KWG,henry_px
QSHDDOUJBYECFT-UHFFFAOYSA-N,-19.76300397686203,Pa/mf,KWG,henry_px
QSHDDOUJBYECFT-UHFFFAOYSA-N,-2.345045862333923,Pa/mf,KWG,henry_px
QSHDDOUJBYECFT-UHFFFAOYSA-N,-0.3140357907202307,(atm m3)/mol,KWG,henry_pv
RMISVOPUIFJTEO-UHFFFAOYSA-N,5.40000975313782,mol/(m3 atm),KGW,henry_cp
ZQEIXNIJLIKNTD-UHFFFAOYSA-N,-9.438613155059063,log((atm m3)/mol),KWG,henry_pv
ZQEIXNIJLIKNTD-UHFFFAOYSA-N,-9.438855969197618,atm m3/mol,KWG,henry_pv
ZQEIXNIJLIKNTD-UHFFFAOYSA-N,-10.700122495205184,atm m3/mol,KWG,henry_pv
VHCNQEUWZYOAEV-UHFFFAOYSA-N,-16.908842215492722,(Pa m3)/mol,KWG,henry_pv
VHCNQEUWZYOAEV-UHFFFAOYSA-N,-14.201072118294281,atm m3/mol,KWG,henry_pv
STEPQTYSZVCJPV-UHFFFAOYSA-N,-18.376390795335812,(Pa m3)/mol,KWG,henry_pv
STEPQTYSZVCJPV-UHFFFAOYSA-N,-10.23145357765871,atm m3/mol,KWG,henry_pv
XWPZUHJBOLQNMN-UHFFFAOYSA-N,-9.346530499740956,atm m3/mol,KWG,henry_pv
RRVIAQKBTUQODI-UHFFFAOYSA-N,-7.79398000036979,(Pa m3)/mol,KWG,henry_pv
RRVIAQKBTUQODI-UHFFFAOYSA-N,-10.240774558151287,atm m3/mol,KWG,henry_pv
NTAHCMPOMKHKEU-AATRIKPKSA-N,-5.907921352702104,atm m3/mol,KWG,henry_pv
STNJBCKSHOAVAJ-UHFFFAOYSA-N,-3.0069610683968313,mol/(L atm),KGW,henry_cp
STNJBCKSHOAVAJ-UHFFFAOYSA-N,-2.7585354907886357,M/atm,KGW,henry_cp
STNJBCKSHOAVAJ-UHFFFAOYSA-N,0.6100339292150646,M/M,KWG,ratio
STNJBCKSHOAVAJ-UHFFFAOYSA-N,-2.8353326489427237,M/M,KWG,ratio
STNJBCKSHOAVAJ-UHFFFAOYSA-N,-2.759959163574403,atm m3/mol,KWG,henry_pv
CERQOIWHTDAKMF-UHFFFAOYSA-N,-6.5486195425905365,mol/(kg atm),KGW,henry_cp
CERQOIWHTDAKMF-UHFFFAOYSA-N,-6.548003678516869,atm m3/mol,KWG,henry_pv
GYCMBHHDWRMZGG-UHFFFAOYSA-N,-2.7228394145808226,atm m3/mol,KWG,henry_pv
NNKVPIKMPCQWCG-UHFFFAOYSA-N,-10.161663977859877,log((atm m3)/mol),KWG,henry_pv
NNKVPIKMPCQWCG-UHFFFAOYSA-N,-7.118882424258859,(Pa m3)/mol,KWG,henry_pv
VNWKTOKETHGBQD-UHFFFAOYSA-N,1.98,kcal/mol,DGS,energy
VNWKTOKETHGBQD-UHFFFAOYSA-N,2.0,kCal/mol,DGS,energy
VNWKTOKETHGBQD-UHFFFAOYSA-N,1.91,kCal/mol,DGS,energy
VNWKTOKETHGBQD-UHFFFAOYSA-N,2.0,kCal/mol,DGS,energy
VNWKTOKETHGBQD-UHFFFAOYSA-N,2.0,kCal/mol,DGS,energy
VNWKTOKETHGBQD-UHFFFAOYSA-N,2.0,kCal/mol,DGS,energy
VNWKTOKETHGBQD-UHFFFAOYSA-N,2.1,kCal/mol,DGS,energy
VNWKTOKETHGBQD-UHFFFAOYSA-N,2.0,kCal/mol,DGS,energy
VNWKTOKETHGBQD-UHFFFAOYSA-N,1.93,kcal/mol,DGS,energy
VNWKTOKETHGBQD-UHFFFAOYSA-N,2.0004802199999996,kJ/mol,FEOH,energy
VNWKTOKETHGBQD-UHFFFAOYSA-N,2.0,kcal/mol,FEOH,energy
VNWKTOKETHGBQD-UHFFFAOYSA-N,2.0004802199999996,kJ/mol,FEOH,energy
VNWKTOKETHGBQD-UHFFFAOYSA-N,1.99,kcal/mol,FEOH,energy
VNWKTOKETHGBQD-UHFFFAOYSA-N,1.9808864051071389,log(M/M),KGW,ratio
VNWKTOKETHGBQD-UHFFFAOYSA-N,1.9918003797909247,log(M/M),KGW,ratio
VNWKTOKETHGBQD-UHFFFAOYSA-N,1.9999502456992952,M/M,KGW,ratio
VNWKTOKETHGBQD-UHFFFAOYSA-N,1.9999502456992952,M/M,KGW,ratio
VNWKTOKETHGBQD-UHFFFAOYSA-N,1.5865711715730602,M/M,KGW,ratio
VNWKTOKETHGBQD-UHFFFAOYSA-N,1.5979522103822796,M/M,KGW,ratio
VNWKTOKETHGBQD-UHFFFAOYSA-N,1.7762478923128646,M/M,KGW,ratio
VNWKTOKETHGBQD-UHFFFAOYSA-N,1.9499476764558277,M/M,KGW,ratio
VNWKTOKETHGBQD-UHFFFAOYSA-N,1.7082553095781854,M/M,KGW,ratio
VNWKTOKETHGBQD-UHFFFAOYSA-N,2.2803240968365,M/M,KGW,ratio
VNWKTOKETHGBQD-UHFFFAOYSA-N,1.9999502456992952,M/M,KGW,ratio
VNWKTOKETHGBQD-UHFFFAOYSA-N,1.9495087278912546,[log(molar/molar)],KGW,ratio
VNWKTOKETHGBQD-UHFFFAOYSA-N,2.0246835596586594,BUNSEN,KGW,bunsen
VNWKTOKETHGBQD-UHFFFAOYSA-N,2.0107873851892895,mf/atm,KGW,henry_xp
VNWKTOKETHGBQD-UHFFFAOYSA-N,1.9948406492954156,mM/atm,KGW,henry_cp
VNWKTOKETHGBQD-UHFFFAOYSA-N,1.9533262669776374,M/M,KGW,ratio
VNWKTOKETHGBQD-UHFFFAOYSA-N,1.9999502456992952,M/M,KGW,ratio
VNWKTOKETHGBQD-UHFFFAOYSA-N,2.004297182825571,M/M,KGW,ratio
VNWKTOKETHGBQD-UHFFFAOYSA-N,1.9950718408360473,M/M,KWG,ratio
VNWKTOKETHGBQD-UHFFFAOYSA-N,1.9508729747267277,log(M/M),KWG,ratio
VNWKTOKETHGBQD-UHFFFAOYSA-N,1.9504276021195053,atm m3/mol,KWG,henry_pv
VNWKTOKETHGBQD-UHFFFAOYSA-N,2.0,kcal/mol,DGS,energy
VNWKTOKETHGBQD-UHFFFAOYSA-N,2.0,kcal/mol,DGS,energy
VNWKTOKETHGBQD-UHFFFAOYSA-N,1.93,kcal/mol,DGS,energy
VNWKTOKETHGBQD-UHFFFAOYSA-N,2.0004802199999996,kJ/mol,FEOH,energy
VNWKTOKETHGBQD-UHFFFAOYSA-N,1.9918003797909247,log(M/M),KGW,ratio
VNWKTOKETHGBQD-UHFFFAOYSA-N,1.9508729747267275,log(M/M),KGW,ratio
VNWKTOKETHGBQD-UHFFFAOYSA-N,1.9918003797909247,log(M/M),KGW,ratio
VNWKTOKETHGBQD-UHFFFAOYSA-N,1.9918003797909247,log(M/M),KGW,ratio
VNWKTOKETHGBQD-UHFFFAOYSA-N,2.0210602629161216,log(atm/M),KWG,henry_pv
VNWKTOKETHGBQD-UHFFFAOYSA-N,1.9568632871912361,kPa m3/mol,KWG,henry_pv
VNWKTOKETHGBQD-UHFFFAOYSA-N,1.9918003797909247,log(M/M),KWG,ratio
AFVFQIVMOAPDHO-UHFFFAOYSA-N,-18.118839693246684,M/atm,KGW,henry_cp
LSDPWZHWYPCBBB-UHFFFAOYSA-N,-1.2,kcal/mol,DGS,energy
LSDPWZHWYPCBBB-UHFFFAOYSA-N,-1.2,kCal/mol,DGS,energy
LSDPWZHWYPCBBB-UHFFFAOYSA-N,-1.24,kcal/mol,DGS,energy
LSDPWZHWYPCBBB-UHFFFAOYSA-N,-1.24,kCal/mol,DGS,energy
LSDPWZHWYPCBBB-UHFFFAOYSA-N,-1.24,kCal/mol,DGS,energy
LSDPWZHWYPCBBB-UHFFFAOYSA-N,-1.2,kCal/mol,DGS,energy
LSDPWZHWYPCBBB-UHFFFAOYSA-N,-1.24,kcal/mol,DGS,energy
LSDPWZHWYPCBBB-UHFFFAOYSA-N,-1.24,kcal/mol,DGS,energy
LSDPWZHWYPCBBB-UHFFFAOYSA-N,-1.2404411400000002,kJ/mol,FEOH,energy
LSDPWZHWYPCBBB-UHFFFAOYSA-N,-1.2404411400000002,kJ/mol,FEOH,energy
LSDPWZHWYPCBBB-UHFFFAOYSA-N,-1.24,kcal/mol,FEOH,energy
LSDPWZHWYPCBBB-UHFFFAOYSA-N,-1.2404411400000002,kJ/mol,FEOH,energy
LSDPWZHWYPCBBB-UHFFFAOYSA-N,-1.24,kcal/mol,FEOH,energy
LSDPWZHWYPCBBB-UHFFFAOYSA-N,-1.3642468354732362,log(M/M),KGW,ratio
LSDPWZHWYPCBBB-UHFFFAOYSA-N,-1.237462321045998,M/atm,KGW,henry_cp
LSDPWZHWYPCBBB-UHFFFAOYSA-N,-0.9483041160412675,mf/atm,KGW,henry_xp
LSDPWZHWYPCBBB-UHFFFAOYSA-N,-1.2141796835711802,log(M/M),KGW,ratio
LSDPWZHWYPCBBB-UHFFFAOYSA-N,-1.357094013718697,M/M,KGW,ratio
LSDPWZHWYPCBBB-UHFFFAOYSA-N,-1.2141796835711802,log(M/M),KGW,ratio
LSDPWZHWYPCBBB-UHFFFAOYSA-N,1.4871342919108916,log(M/M),KGW,ratio
LSDPWZHWYPCBBB-UHFFFAOYSA-N,-1.3506043671185037,log(M/M),KWG,ratio
LSDPWZHWYPCBBB-UHFFFAOYSA-N,-1.241464620280645,log(M/M),KWG,ratio
LSDPWZHWYPCBBB-UHFFFAOYSA-N,-1.2207724370907642,M/M,KWG,ratio
LSDPWZHWYPCBBB-UHFFFAOYSA-N,-1.3506043671185037,log(M/M),KWG,ratio
LSDPWZHWYPCBBB-UHFFFAOYSA-N,-1.0615456047772154,atm/mf,KWG,henry_px
LSDPWZHWYPCBBB-UHFFFAOYSA-N,-1.2201793137678443,atm m3/mol,KWG,henry_pv
OKKJLVBELUTLKV-UHFFFAOYSA-N,-5.1,kcal/mol,DGS,energy
OKKJLVBELUTLKV-UHFFFAOYSA-N,-5.07,kcal/mol,DGS,energy
OKKJLVBELUTLKV-UHFFFAOYSA-N,-5.11,kCal/mol,DGS,energy
OKKJLVBELUTLKV-UHFFFAOYSA-N,-5.1,kCal/mol,DGS,energy
OKKJLVBELUTLKV-UHFFFAOYSA-N,-5.12,kCal/mol,DGS,energy
OKKJLVBELUTLKV-UHFFFAOYSA-N,-5.11,kCal/mol,DGS,energy
OKKJLVBELUTLKV-UHFFFAOYSA-N,-5.1,kCal/mol,DGS,energy
OKKJLVBELUTLKV-UHFFFAOYSA-N,-5.11,kcal/mol,DGS,energy
OKKJLVBELUTLKV-UHFFFAOYSA-N,-5.11,kCal/mol,DGS,energy
OKKJLVBELUTLKV-UHFFFAOYSA-N,-5.4,kCal/mol,DGS,energy
OKKJLVBELUTLKV-UHFFFAOYSA-N,-5.4,kCal/mol,DGS,energy
OKKJLVBELUTLKV-UHFFFAOYSA-N,-5.2,kCal/mol,DGS,energy
OKKJLVBELUTLKV-UHFFFAOYSA-N,-4.4,kCal/mol,DGS,energy
OKKJLVBELUTLKV-UHFFFAOYSA-N,-5.1,kCal/mol,DGS,energy
OKKJLVBELUTLKV-UHFFFAOYSA-N,-5.11,kcal/mol,DGS,energy
OKKJLVBELUTLKV-UHFFFAOYSA-N,-5.11,kcal/mol,DGS,energy
OKKJLVBELUTLKV-UHFFFAOYSA-N,-5.1147284,kJ/mol,FEOH,energy
OKKJLVBELUTLKV-UHFFFAOYSA-N,-5.1147284,kJ/mol,FEOH,energy
OKKJLVBELUTLKV-UHFFFAOYSA-N,-5.11,kcal/mol,FEOH,energy
OKKJLVBELUTLKV-UHFFFAOYSA-N,-5.1147284,kJ/mol,FEOH,energy
OKKJLVBELUTLKV-UHFFFAOYSA-N,-5.1,kcal/mol,FEOH,energy
OKKJLVBELUTLKV-UHFFFAOYSA-N,-5.102283164669903,log(M/M),KGW,ratio
OKKJLVBELUTLKV-UHFFFAOYSA-N,-5.102283164669903,log(M/M),KGW,ratio
OKKJLVBELUTLKV-UHFFFAOYSA-N,-5.0899708845444955,M/atm,KGW,henry_cp
OKKJLVBELUTLKV-UHFFFAOYSA-N,-5.0899708845444955,M/atm,KGW,henry_cp
OKKJLVBELUTLKV-UHFFFAOYSA-N,-5.102283164669903,log(M/M),KGW,ratio
OKKJLVBELUTLKV-UHFFFAOYSA-N,-5.0899708845444955,mol/(L atm),KGW,henry_cp
OKKJLVBELUTLKV-UHFFFAOYSA-N,-5.088640696315171,log(M/M),KGW,ratio
OKKJLVBELUTLKV-UHFFFAOYSA-N,-5.102283164669903,log(M/M),KGW,ratio
OKKJLVBELUTLKV-UHFFFAOYSA-N,-5.102283164669903,log(M/M),KGW,ratio
OKKJLVBELUTLKV-UHFFFAOYSA-N,-5.1027779626646845,M/M,KGW,ratio
OKKJLVBELUTLKV-UHFFFAOYSA-N,-4.989890090647669,log(M/M),KWG,ratio
OKKJLVBELUTLKV-UHFFFAOYSA-N,-5.112689251021997,mmHg/mf,KWG,henry_px
OKKJLVBELUTLKV-UHFFFAOYSA-N,-5.08974188608118,Pa/mf,KWG,henry_px
OKKJLVBELUTLKV-UHFFFAOYSA-N,-5.048077520144141,atm/mf,KWG,henry_px
OKKJLVBELUTLKV-UHFFFAOYSA-N,-4.856718734284721,log(M/M),KWG,ratio
OKKJLVBELUTLKV-UHFFFAOYSA-N,-5.074998227960439,log(M/M),KWG,ratio
OKKJLVBELUTLKV-UHFFFAOYSA-N,-4.98850396457524,M/M,KWG,ratio
OKKJLVBELUTLKV-UHFFFAOYSA-N,-5.088640696315171,log(M/M),KWG,ratio
OKKJLVBELUTLKV-UHFFFAOYSA-N,-5.1031070765722895,mmHg/mf,KWG,henry_px
OKKJLVBELUTLKV-UHFFFAOYSA-N,-5.089378695716985,atm m3/mol,KWG,henry_pv
LRUUNMYPIBZBQH-UHFFFAOYSA-N,-6.8604110787118335,atm m3/mol,KWG,henry_pv
MEBQXILRKZHVCX-UHFFFAOYSA-N,-9.761052357031804,M/M,KWG,ratio
MEBQXILRKZHVCX-UHFFFAOYSA-N,-8.9065568892245,log((atm m3)/mol),KWG,henry_pv
MEBQXILRKZHVCX-UHFFFAOYSA-N,-8.912669866924952,atm m3/mol,KWG,henry_pv
YFBPRJGDJKVWAH-UHFFFAOYSA-N,-9.984311889248357,log((atm m3)/mol),KWG,henry_pv
YFBPRJGDJKVWAH-UHFFFAOYSA-N,-9.804497457080567,atm m3/mol,KWG,henry_pv
UHXUZOCRWCRNSJ-UHFFFAOYSA-N,-12.399028788035984,log((atm m3)/mol),KWG,henry_pv
UHXUZOCRWCRNSJ-UHFFFAOYSA-N,-15.161569859185901,[molar/molar],KWG,ratio
UHXUZOCRWCRNSJ-UHFFFAOYSA-N,-12.406578221483256,atm m3/mol,KWG,henry_pv
NFGXHKASABOEEW-LDRANXPESA-N,-4.843530740391459,atm m3/mol,KWG,henry_pv
DDUIUBPJPOKOMV-UHFFFAOYSA-N,-11.868947468617154,log(M/M),KGW,ratio
DDUIUBPJPOKOMV-UHFFFAOYSA-N,-10.568346193456211,atm m3/mol,KWG,henry_pv
IAKOZHOLGAGEJT-UHFFFAOYSA-N,-6.928398977788309,log((atm m3)/mol),KWG,henry_pv
IAKOZHOLGAGEJT-UHFFFAOYSA-N,-6.931815000141352,atm m3/mol,KWG,henry_pv
XOBKSJJDNFUZPF-UHFFFAOYSA-N,-2.1,kcal/mol,FEOH,energy
XOBKSJJDNFUZPF-UHFFFAOYSA-N,-2.1009401266287835,log(M/M),KGW,ratio
XOBKSJJDNFUZPF-UHFFFAOYSA-N,-2.1009401266287835,log(M/M),KGW,ratio
XOBKSJJDNFUZPF-UHFFFAOYSA-N,-2.619353924108613,log(M/M),KGW,ratio
XOBKSJJDNFUZPF-UHFFFAOYSA-N,-2.1009401266287835,log(M/M),KGW,ratio
XOBKSJJDNFUZPF-UHFFFAOYSA-N,-2.1009401266287835,log(M/M),KWG,ratio
XOBKSJJDNFUZPF-UHFFFAOYSA-N,-1.7863053905427668,atm m3/mol,KWG,henry_pv
LCGLNKUTAGEVQW-UHFFFAOYSA-N,-1.9,kcal/mol,DGS,energy
LCGLNKUTAGEVQW-UHFFFAOYSA-N,-1.9,kCal/mol,DGS,energy
LCGLNKUTAGEVQW-UHFFFAOYSA-N,-1.9,kCal/mol,DGS,energy
LCGLNKUTAGEVQW-UHFFFAOYSA-N,-1.9,kCal/mol,DGS,energy
LCGLNKUTAGEVQW-UHFFFAOYSA-N,-1.9,kCal/mol,DGS,energy
LCGLNKUTAGEVQW-UHFFFAOYSA-N,-1.9,kcal/mol,DGS,energy
LCGLNKUTAGEVQW-UHFFFAOYSA-N,-1.92,kCal/mol,DGS,energy
LCGLNKUTAGEVQW-UHFFFAOYSA-N,-2.4,kCal/mol,DGS,energy
LCGLNKUTAGEVQW-UHFFFAOYSA-N,-2.2,kCal/mol,DGS,energy
LCGLNKUTAGEVQW-UHFFFAOYSA-N,-2.6,kCal/mol,DGS,energy
LCGLNKUTAGEVQW-UHFFFAOYSA-N,-1.9,kCal/mol,DGS,energy
LCGLNKUTAGEVQW-UHFFFAOYSA-N,-1.92,kcal/mol,DGS,energy
LCGLNKUTAGEVQW-UHFFFAOYSA-N,-1.92,kcal/mol,DGS,energy
LCGLNKUTAGEVQW-UHFFFAOYSA-N,-1.89531758,kJ/mol,FEOH,energy
LCGLNKUTAGEVQW-UHFFFAOYSA-N,-1.89531758,kJ/mol,FEOH,energy
LCGLNKUTAGEVQW-UHFFFAOYSA-N,-1.92,kcal/mol,FEOH,energy
LCGLNKUTAGEVQW-UHFFFAOYSA-N,-1.91,kcal/mol,FEOH,energy
LCGLNKUTAGEVQW-UHFFFAOYSA-N,-1.896303101307798,log(M/M),KGW,ratio
LCGLNKUTAGEVQW-UHFFFAOYSA-N,-1.9099455696625305,log(M/M),KGW,ratio
LCGLNKUTAGEVQW-UHFFFAOYSA-N,-1.7325934810510102,log(M/M),KGW,ratio
LCGLNKUTAGEVQW-UHFFFAOYSA-N,-1.9099455696625305,log(M/M),KGW,ratio
LCGLNKUTAGEVQW-UHFFFAOYSA-N,-1.9099455696625305,log(M/M),KGW,ratio
LCGLNKUTAGEVQW-UHFFFAOYSA-N,2.0553088954808483,log(M/M),KGW,ratio
LCGLNKUTAGEVQW-UHFFFAOYSA-N,-1.7340396088283065,Pa/mf,KWG,henry_px
LCGLNKUTAGEVQW-UHFFFAOYSA-N,-1.8925052335874883,M/M,KWG,ratio
LCGLNKUTAGEVQW-UHFFFAOYSA-N,-1.7325934810510102,log(M/M),KWG,ratio
LCGLNKUTAGEVQW-UHFFFAOYSA-N,-1.734341160901844,atm m3/mol,KWG,henry_pv
LCGLNKUTAGEVQW-UHFFFAOYSA-N,-1.9099455696625305,log(M/M),KGW,ratio
CNMFHDIDIMZHKY-UHFFFAOYSA-N,-2.4,kcal/mol,FEOH,energy
CNMFHDIDIMZHKY-UHFFFAOYSA-N,-2.4010744304328955,log(M/M),KGW,ratio
CNMFHDIDIMZHKY-UHFFFAOYSA-N,-2.4010744304328955,log(M/M),KGW,ratio
CNMFHDIDIMZHKY-UHFFFAOYSA-N,-2.4010744304328955,log(M/M),KWG,ratio
CNMFHDIDIMZHKY-UHFFFAOYSA-N,-2.4010744304328955,log(M/M),KWG,ratio
CNMFHDIDIMZHKY-UHFFFAOYSA-N,-2.4012973810977525,atm m3/mol,KWG,henry_pv
CNMFHDIDIMZHKY-UHFFFAOYSA-N,-2.4010744304328955,log(M/M),KGW,ratio
OSWPMRLSEDHDFF-UHFFFAOYSA-N,-3.269940520683559,atm m3/mol,KWG,henry_pv
KXKVLQRXCPHEJC-UHFFFAOYSA-N,-3.3,kcal/mol,DGS,energy
KXKVLQRXCPHEJC-UHFFFAOYSA-N,-3.3,kCal/mol,DGS,energy
KXKVLQRXCPHEJC-UHFFFAOYSA-N,-3.31,kcal/mol,DGS,energy
KXKVLQRXCPHEJC-UHFFFAOYSA-N,-3.31,kCal/mol,DGS,energy
KXKVLQRXCPHEJC-UHFFFAOYSA-N,-3.32,kCal/mol,DGS,energy
KXKVLQRXCPHEJC-UHFFFAOYSA-N,-3.32,kCal/mol,DGS,energy
KXKVLQRXCPHEJC-UHFFFAOYSA-N,-3.32,kCal/mol,DGS,energy
KXKVLQRXCPHEJC-UHFFFAOYSA-N,-4.0,kCal/mol,DGS,energy
KXKVLQRXCPHEJC-UHFFFAOYSA-N,-3.9,kCal/mol,DGS,energy
